District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Пав,Леденгский,Леденгск,ПЕТРОВ ДЕНЬ,12 июля,"""В ПетрОв День молятся: - Дай, Господи, дождичка на урожай: тихонького да смирненького.""",2009 авг.,,,,
Вохом,Семёновский,Спас,ПЕТРОВ ДЕНЬ,церковный праздник 12 июля,"ПетрОв день был 12 июля. Петр да Павел час убавил, а Илья-пророк два уволок.",2011 авг.,,,,
Пав,Леденгский,Леденгск,ПЕТРОВ ДЕНЬ,12 июля,"Сначала ДУхов День, потом ПетрОв День.",2009 авг.,,,,
Мак,Николо-Макаровский,Николо-Макарово,ПЕТРОВ ДЕНЬ,престольный праздник в д. Авксентьево Николо-Макаровского с/с,ПетрОв день в д. Авксентьево отмечали.,2022 лето,,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРОВ ДЕНЬ,12 июля,"В Зубарях-то мы ПетрОв день справляли, ПетрОв прАздник.",2015 лето,,,,
Пав,Медведицкий,Медведица,ПЕТРОВ ДЕНЬ,"день св. Петра и Павла, 12 июля","Начинали косить ‒ ИвАнов День, седьмое июля ‒ все травы расцвели к этому дню. А уж с ПетрОва дня ‒ обязательно. Петров ‒ двенадцатое июля.",2009 авг.,,,,
Нерех,Емсненский,Емсна,ПЕТРОВ ДЕНЬ,"один из годичных праздников, который отмечался 12 июля в д. Толбухино Емсненского с/с",Деревня была Толбухино ‒ там ПетрОв дЕнь.,2019 лето,,,,
Мак,Унженский,Унжа,ПЕТРОВ ДЕНЬ,12 июля,,2021 ноябрь,,,,
Буй,Шушкодомский,Шушкодом,ПЕТРОВ ДЕНЬ,день почитания святого Петра,"Кукушка на ЕгОрьев дЕнь, на шестое мая, прилетает, до ПетрОва днЯ кукует, а с ПетрОва днЯ не кукует, она делается полунОшница. Ночью мы майских жуков пойдём бить метёлкам, и кукушка летает. Вон летит полунОшница.",2018 лето,,,,
Пав,Леденгский,Леденгск,ПЕТРОВ ДЕНЬ,праздник 12 июля,ПетрОв День ‒ двенадцатого июля.,2009 авг.,ПЕТРы И ПаВЛЫ,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРОВ ДЕНЬ,12 июля,,2015 лето,,,,
Вохом,Семёновский,Спас,ПЕТРОВ ДЕНЬ,праздник 12 июля,"У кого семьи покрепче были начинали с ПетрОва Дня сенокос, чтоб трава зацвела.",2011 авг.,,,,
Вохом,Сосновский,Марково,ПЕТРОВ ДЕНЬ,православный праздник 12 июля,"Говорят, до Петрова дня паутЫ такие бывают у коров, ну это овод такой, паутАми называются, и они до ПетрОва дня.",2012 лето,,,,
Вохом,Воробьевицкий,Воробьёвица,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля",В ПетрОв День насекомых становилось меньше.,2011 авг.,,,,
Окт,Соловецкий,Соловецкое,ПЕТРОВ ДЕНЬ,12 июля,После ПетрОва Дня слепнИ пропадАют.,2011 авг.,,,,
Нерех,Татарский,Татарское,ПЕТРОВ ДЕНЬ,"праздник в д. Любимово Татарского с/с, отмечаемый 12 июля",Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.,2019 лето,,,,
Нерех,Владычневский,Владычное,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в д. Капустино Владычневского с/с",В Капустине был Петров день.,2019 лето,,,,
Ост,Адищевский,Адищево,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля в с. Адищево",,2023 лето,,,,
Пав,Павинский,Павино,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый 12 июля",С ПетрОва Дня сЕно косИть начинАют.,2009 авг.,,,,
Буй,Дьяконовский,Боярское,ПЕТРОВ ДЕНЬ,день почитания святого Петра,"Был ПетрОв дЕнь, пост не такой строгий. За РожествОм, пятнадцатого августа.",2018 лето,,,,
С-Слав,Шаховский,Шахово,ПЕТРОВ ДЕНЬ,"праздник, отмечаемый в с. Шахово 12 июля","ПокрОв, а местное население отмечает ПетрОв ДЕнь и ТИхвинскую",2019 лето,,,,
